spectral_rolloff,zero_crossing_rate,spectral_bandwidth,spectral_centroid,spectral_contrast,mfcc,chroma,tempo,rms,track_id
5587.487379552218,0.05364347622484767,3284.67292947622,2602.192288487181,23.271266939184084,-7.890892,0.32652333,137.1951219512195,0.08520875,0Bv0qHGKNiwzDtHzXrjmIn
5530.609544933421,0.039298048428066557,3946.4342025499227,2762.739026172497,23.38731818729419,4.0616302,0.5303414,165.44117647058823,0.21868967,0bv9wYQ6TW0cY3sLW1DDTU
2691.379150148662,0.03380085416150479,1625.9570347539877,1449.6231932500823,22.417801487665518,-9.544427,0.41742623,106.13207547169812,0.11022172,0bxBXbMWl45I6GrA7yleeP
3150.1218356426784,0.04356201099065748,2071.888571415403,1746.1169789804612,21.3119399996078,-9.67528,0.3503023,137.1951219512195,0.047442272,0c1rZSPk2AtPkcfjfsU7QB
3225.594999427197,0.04502735508673197,1623.3996396300352,1713.9356658322176,23.374196922205503,-8.485731,0.32776245,96.98275862068965,0.0825924,0C47mkZ7VGcnKBvEG7PiAP
6479.473716878075,0.04292574739454024,3621.8420816989033,2874.2836086853617,23.62250646762951,2.7345004,0.5429693,133.92857142857142,0.23840277,0C4m2ViRBc1rCfsU8wFMKT
4610.274680059812,0.03097998219452752,3030.29413178149,2088.8254230670673,22.53332795344921,0.7477883,0.4539949,130.8139534883721,0.14318326,0c7iF5fSBYxCuwsAv2z4iI
3371.0240198451115,0.02472926624515973,2656.5387609834074,1724.1072858237687,23.923798617891855,-8.46972,0.34488225,112.5,0.08595385,0c99BUd87HQfzgUUQqRyds
5423.150510204082,0.034434042828872975,3247.431936820592,2392.3705585311786,22.50507117383432,5.918845,0.5301642,122.28260869565217,0.255246,0CaAQYzg0k2poWXt30rCz0
3939.3138052617305,0.02752484505902872,2965.33303633819,1908.6334622859933,22.872250380118036,-0.3655733,0.43577284,108.17307692307692,0.16498388,0CbNE0yI2EZv9uIwXnP4p5
3960.793893454581,0.04097153152201663,2324.929478901645,1974.1909921758502,22.12115686873196,-0.34514096,0.47954786,181.4516129032258,0.19866078,0CDucx9lKxuCZplLXUz0iX
6115.99966344631,0.0664589396249076,3367.8191235058607,3037.8090017909394,21.00275189100089,3.5366902,0.4889743,87.890625,0.23709151,0CgaxyFnvXznq6GCM6XJeW
5337.07604663487,0.06135804635057852,2848.048669207266,2669.506115355853,20.73972853356279,-5.3540497,0.4865689,130.8139534883721,0.058631986,0cHFnnobCebrFG3PlfOkiR
8933.798455689257,0.07621505151785364,4474.216099528623,3926.743633466004,22.520539433064755,1.4516896,0.38516045,181.4516129032258,0.17538902,0CkDv2V3FFhltON32OwE0x
6912.217150792206,0.06885764537045469,3581.405478824132,3248.9136874083265,20.494602578212643,3.4648695,0.42595953,125.0,0.25045183,0ct6r3EGTcMLPtrXHDvVjc
4471.852192535975,0.043530815148469584,2834.062490391865,2187.65193649743,22.50140702350803,2.5773451,0.40016055,112.5,0.24134585,0CVfovmUv7BnemOyTtOcbL
7090.815166581676,0.043851095162084255,4006.869610735559,2887.966825982097,21.54733571624625,1.190765,0.4008779,127.8409090909091,0.14006399,0cVrLxeQjiAcftuGzp32qY
6505.593917773383,0.04286757087689554,3701.6854246713337,2792.538877308999,22.70678166917863,1.292183,0.41044924,175.78125,0.20665371,0cWLJcdvM6QlOQ7UJdB4jb
4097.073574474948,0.03580266003557093,2628.30033118792,1986.789421787833,23.28641137473485,-3.6454527,0.41274074,137.1951219512195,0.15527733,0CwLue2qwkPcQpovNGNtVx
5174.3255097638985,0.04906085027066411,2920.081294848664,2453.7045236433255,21.290880746556198,-0.17647815,0.3938219,95.33898305084746,0.17046998,0Cy7wt6IlRfBPHXXjmZbcP
3462.379286558928,0.03239442962899093,2275.5203995649676,1717.5186477258396,22.65585393262656,-3.7833376,0.41441357,98.6842105263158,0.12062526,0D0ButdiKwYIzmc9Xx5u9i
2851.3749217683203,0.0257931551429032,2400.1093680378613,1502.9599702191128,21.72605576729581,-0.8035806,0.48863706,59.840425531914896,0.18431085,0D1Kp0dQ6ZSbeI5n14XHTp
5910.554949073283,0.04754928521096686,3294.133503733719,2740.925946622404,20.918736180114546,4.079447,0.5276306,93.75,0.20996271,0d23nai9JamDpc48xhyeRt
6211.284813217706,0.05164962610782865,3295.1732294087365,2801.362546980166,20.54781391099085,0.82963306,0.5201342,130.8139534883721,0.16766465,0DaMxhrFFLWFSs41y64XdP
3420.2755972464083,0.05006121052935895,2375.7889545497883,1904.5460423145441,22.181808342725322,-3.6713839,0.39193872,193.9655172413793,0.21410967,0DCmkHy3eZl8ht8OciCZk8
4042.3302709988648,0.025742665150010318,2921.1318921383127,1850.71215864941,21.60674500575522,1.9648746,0.47827047,112.5,0.1767633,0dfu8ZDFuVmcSGzvq4vQl9
3722.4411386075412,0.039537025092561066,2175.3745231697912,1832.3181037207275,19.876256485221287,4.153921,0.4743793,93.75,0.28356358,0dhKGbQFIUnfjozzISQvuj
5033.529230251346,0.04278481771258365,3026.646096162052,2402.436871812806,20.425906477649555,3.1651409,0.52932596,114.79591836734694,0.15214506,0dHPFpfkj1PamVC5agtPkt
7161.782680846508,0.05148431854122801,3749.726010979561,3085.955581685,22.13784029095179,1.694682,0.36793196,119.68085106382979,0.24259451,0dLbrlAVPPjpPqnYfmJsWk
4229.440426236749,0.02961889715535434,3028.9952702944065,2031.706668249934,23.351712707730716,0.4088777,0.38375866,148.02631578947367,0.21634331,0dLh6jkNSm0HnmEdjXghIA
5297.904465592972,0.03887062827657866,3223.961929585846,2409.295523391946,20.712301458948904,0.7898125,0.43369797,130.8139534883721,0.22545204,0DLvpi8qTOTbS7Qet7AsCi
8253.828675528508,0.0759651993186186,4058.9227879370237,3652.5611663531995,22.59369306959391,-2.6372468,0.3965363,160.71428571428572,0.1506017,0DmPtzVhTUfxRP9zXtA6uO
8331.019934959573,0.05311275872648644,4566.890910745385,3399.1620297520735,21.55158578640852,0.14220211,0.44622037,114.79591836734694,0.15185925,0dnDTvdUco2UbaBjUtPxNS
4314.444538383496,0.04265993453915849,2634.1062533459,2106.5007857376063,23.05130230778274,-2.9833903,0.36990806,95.33898305084746,0.1466519,0dnRlO7IDzbN9ixVld7hz6
